CommunityName,BeachName,BeachCountrycode,BeachRegionalSea,BeachLength_m,BeachLocation,BeachType,EventDate,EventType,NatRef,lon_x1,lat_y1,lon_x2,lat_y2,G1,G3,G4,G5,G7,G8,G9,G10,G11,G12,G13,G14,G15,G16,G17,G18,G19,G21,G22,G23,G24,G25,G26,G27,G28,G29,G30,G31,G32,G33,G34,G35,G36,G37,G40,G41,G42,G43,G44,G45,G46,G47,G49,G50,G52,G53,G54,G56,G57,G58,G59,G60,G62,G63,G64,G65,G66,G67,G68,G69,G70,G71,G72,G73,G76,G77,G79,G80,G82,G83,G84,G85,G86,G87,G88,G89,G90,G91,G92,G93,G95,G96,G97,G98,G99,G100,G101,G102,G124,G125,G126,G127,G128,G129,G130,G131,G132,G133,G134,G137,G138,G139,G140,G141,G142,G143,G144,G145,G147,G148,G150,G151,G152,G153,G154,G155,G156,G158,G159,G160,G161,G162,G163,G164,G165,G166,G167,G171,G172,G174,G175,G176,G177,G178,G179,G180,G181,G182,G184,G186,G187,G188,G189,G190,G191,G193,G194,G195,G198,G199,G200,G201,G202,G203,G204,G205,G206,G207,G208,G210,G211,G213
Anemone,Navodari (Anemone),RO,Black Sea,100,Urban,Sandy,20190919,Monitoring,RO000007,28.630480000296405,44.310210000190864,28.63005000012611,44.30936000021033,,,137,,3,3,1,9,2,3,,,,,,,,73,7,8,14,9,1,1683,1,2,476,3,83,24,17,129,3,,1,,,,,,,,5,62,,,,1,,,,,,,,,15,2,,,,,,22,,,85,2,19,,,,,3,,,,,,15,11,,,,1,,,,13,1,1,,,,,7,,,7,14,2,,,,10,,2,41,,10,,,,60,,,,132,,,38,,,,18,,1,17,8,,8,,1,39,,,,,,15,,,,,206,,,,313,1,1,,,,114,,,,82,,3,2
Legambiente Onlus,Lido lato destro Policoro (MT),IT,Mediterranean Sea,100,,,20180420,Monitoring,,0.00015016328120731119,0.0003609960817372502,0.00015017226434489242,0.0003609960817372502,4,5,10,5,15,3,2,6,4,7,1,3,1,1,,2,,20,15,7,5,7,4,35,2,1,4,7,2,15,10,17,2,2,2,2,1,2,5,4,,,3,,,,5,5,2,3,9,5,5,,,,7,2,2,,20,2,,,,,5,3,3,4,1,,,,1,3,,,10,2,5,5,3,2,1,3,15,2,5,7,2,,,,,3,,5,5,1,1,,,2,2,2,,,8,4,5,,17,12,,,20,7,5,,4,5,1,,3,,,2,,5,9,3,7,25,,,,7,,,1,1,,1,2,,3,6,2,1,15,,,,7,,,,7,5,3,
Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20170430,Cleanup,,8.477770133287603,47.40349559721968,8.478190511602918,47.40364428832933,,1,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,3,0,,0,0,0,1,0,1,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,2,1,,,0,0,,,,,1,0,1,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,1,0,0,0,,,,,0,,0,1,0,,0,0,0,2,0,,,0,,,,0,,,0,,0,0,1,0,0,,,0,0,,,,2,0,0,0
Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20171231,Cleanup,,8.477770133287603,47.40349559721968,8.478190511602918,47.40364428832933,,1,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,1,0,2,0,,,,0,,0,0,0,,0,0,0,,,0,1,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,1,0,,,1,0,1,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,1,0,0,,,0,1,,,,1,0,0,0
Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20171007,Cleanup,,8.477770133287603,47.40349559721968,8.478190511602918,47.40364428832933,,0,0,,0,0,,0,,,0,,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,1,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,1,,,,0,,,0,,1,0,0,0,0,,,0,0,,,,0,0,0,0
Swiss Litter Report,Limmat_Zuerich_WagnerC,CH,,35,,,20170727,Cleanup,,8.477770133287603,47.40349559721968,8.478190511602918,47.40364428832933,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,0,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,1,0,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,1,0,0,0,,,0,0,,,,1,0,0,0
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Catanzaro Lido Foce Corace,IT,Mediterranean Sea,99,,,20180323,Monitoring,,16.60757,38.813669999999995,16.60857,38.813669999999995,2,,,,2,2,8,2,8,8,7,7,7,2,,2,2,2,2,2,2,,,,,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,6,,1,3,3,3,2,1,,,,,1,,,,,,,2,2,1,,,,,,2,,,1,,,,,4,,,1,,,,,2,2,2,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,1,1,,1,1,1,1,25,5,5,5,5,,2,,,,,,,,,,2,2,,,,1,1,,1,,,,,,,4,
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Catanzaro Lido Foce Corace,IT,Mediterranean Sea,99,,,20171013,Monitoring,,16.60757,38.813669999999995,16.60857,38.813669999999995,2,,,,2,2,8,2,8,8,7,7,7,2,,2,2,2,2,2,2,,,,,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,6,,1,3,3,3,2,1,,,,,1,,,,,,,2,2,1,,,,,,2,,,1,,,,,4,,,1,,,,,2,2,2,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,1,1,,1,1,1,1,25,5,5,5,5,,2,,,,,,,,,,2,2,,,,1,1,,1,,,,,,,4,
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Catanzaro Lido Foce Corace,IT,Mediterranean Sea,99,,,20170201,Monitoring,,16.60757,38.813669999999995,16.60857,38.813669999999995,2,,,,2,2,8,2,8,8,7,7,7,2,,2,2,2,2,2,2,,,,,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,6,,1,3,3,3,2,1,,,,,1,,,,,,,2,2,1,,,,,,2,,,1,,,,,4,,,1,,,,,2,2,2,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,1,1,,1,1,1,1,25,5,5,5,5,,2,,,,,,,,,,2,2,,,,1,1,,1,,,,,,,4,
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Catanzaro Lido Foce Corace,IT,Mediterranean Sea,99,,,20181107,Monitoring,,16.60757,38.813669999999995,16.60857,38.813669999999995,2,,,,2,2,8,2,8,8,7,7,7,2,,2,2,2,2,2,2,,,,,1,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,6,,1,3,3,3,2,1,,,,,1,,,,,,,2,2,1,,,,,,2,,,1,,,,,4,,,1,,,,,2,2,2,,,,,,,,,,1,,,1,,,,,,,,,,,,1,1,,1,1,,1,1,1,1,25,5,5,5,5,,2,,,,,,,,,,2,2,,,,1,1,,1,,,,,,,4,
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Litorale Domizio foce del Volturno,IT,Mediterranean Sea,99,,,20180404,Monitoring,,13.929520000000002,41.02162,13.93052,41.02162,45,22,22,22,45,45,30,45,30,30,15,15,15,12,88,12,3,45,45,45,45,88,6,8,2,12,45,45,,45,45,45,6,6,3,3,6,6,88,6,6,88,6,6,6,6,6,6,6,508,6,,7,7,7,12,17,6,6,6,88,12,88,6,,,88,88,485,485,,88,88,88,88,88,12,88,6,17,10,2,,2,10,40,,12,88,6,6,6,1,1,1,4,,,23,3,3,3,,,,,2,,,5,8,8,5,8,5,,5,,,1,1,10,1,1,,1,1,1,1,29,8,8,8,8,1,3,1,,1,,4,15,4,15,6,3,3,,1,1,9,9,1,9,11,1,,,,,,
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Litorale Domizio foce del Volturno,IT,Mediterranean Sea,99,,,20181112,Monitoring,,13.929520000000002,41.02162,13.93052,41.02162,45,22,22,22,45,45,30,45,30,30,15,15,15,12,88,12,3,45,45,45,45,88,6,8,2,12,45,45,,45,45,45,6,6,3,3,6,6,88,6,6,88,6,6,6,6,6,6,6,508,6,,7,7,7,12,17,6,6,6,88,12,88,6,,,88,88,485,485,,88,88,88,88,88,12,88,6,17,10,2,,2,10,40,,12,88,6,6,6,1,1,1,4,,,23,3,3,3,,,,,2,,,5,8,8,5,8,5,,5,,,1,1,10,1,1,,1,1,1,1,29,8,8,8,8,1,3,1,,1,,4,15,4,15,6,3,3,,1,1,9,9,1,9,11,1,,,,,,
Black Sea NGO Network || MELTEMI,Malkoto more,BG,Black Sea,162,Rural,Other (mixed),20150920,Cleanup,,28.601975086400483,43.521888168687866,28.601566871274134,43.523319309988715,,2,4,,7,12,,,,,,,,,,,,6,,,,,,32,,,8,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surfrider Foundation Europe,"37 Haagweg, 2681 PB Monster, Pays-Bas",NL,North-east Atlantic Ocean,68,,,20150324,Cleanup,,4.190920000401144,52.03919999986459,4.191919999585513,52.03919999986459,,18,,,6,,,11,,,,,,,,,,12,,,,,,1,,,12,,,,,,,,,,,,,,,,,59,,,,42,,,98,,,,,,,,,,,1,,,,,116,,4,,,,,,,,,,,,4,,,,,2,,,,,,,,,,,,,,13,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,4,,2,,,,,,,,1,,,
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190712,Cleanup,,2.1885526,41.36942249999999,2.1885526,41.36942250674153,,50,,,75,50,,40,,,4,,,,,,,250,,,,,1,1500,,,74,3,70,153,10,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,800,,,,,,,,,,,,,,8,,,,,,,,,1,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,178,,,41,,,,,,,,,,,,,,,,,19,,,,,,,,5,,,0
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190830,Cleanup,,2.1885526,41.36942249999999,2.1885526,41.36942250674153,,42,,,24,62,,50,,,2,,,,,,,301,,,,,15,4000,,,64,17,15,90,6,202,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,800,,3,,,,,,,,,,,,43,,,,,,,,,1,,,,,,,,,,,,,,,,,5,9,,,,,,,,,,,,,,,,,,,,,,,76,,,60,,,,,,,,,,,,,,,,,2,,,,,,,,,,,0
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190621,Cleanup,,2.1885526,41.36942249999999,2.1885526,41.36942250674153,,70,,,59,28,,13,,,3,,,,,,,143,,,,,2,1300,,,185,24,7,80,20,234,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,5,,,,,500,,6,,,,,,,,,,,,50,,,,,1,,,,1,,,,,,,,,,,,,,,,,1,8,,,,,,,,,,,,,,,,,,,,,,,86,,,56,,,,,,,,,,,,,,,5,,14,,,,,,,,5,,,0
Surfrider Foundation Europe,"Passeig del Mare Nostrum, 15, 08039 Barcelona, Spain",ES,Mediterranean Sea,1200,,,20190719,Cleanup,,2.1885526,41.36942249999999,2.1885526,41.36942250674153,,40,,,70,51,,26,,,4,,,,,,,267,,,,,4,1800,,,30,3,10,81,10,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,50,,,,,,,,,,,,,,10,,,,,,,,,1,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,182,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,0
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Priolo Gargallo,IT,Mediterranean Sea,99,,,20170426,Monitoring,,15.223700000000001,37.15028,15.224699999999999,37.15028,7,3,3,3,7,7,2,7,2,2,,,,,1,,,7,7,7,7,1,,6,,,7,7,,7,7,7,,,,,,,1,,,1,,,,,,,,1,,,,,,,1,,,,1,,1,,,,1,1,2,2,,1,1,1,1,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,1,4,1,,4,1,,2,2,1,2,,2,,2,,4,4,,4,4,,4,4,4,4,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Priolo Gargallo,IT,Mediterranean Sea,99,,,20171122,Monitoring,,15.223700000000001,37.15028,15.224699999999999,37.15028,7,3,3,3,7,7,2,7,2,2,,,,,1,,,7,7,7,7,1,,6,,,7,7,,7,7,7,,,,,,,1,,,1,,,,,,,,1,,,,,,,1,,,,1,,1,,,,1,1,2,2,,1,1,1,1,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,1,4,1,,4,1,,2,2,1,2,,2,,2,,4,4,,4,4,,4,4,4,4,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Priolo Gargallo,IT,Mediterranean Sea,99,,,20180504,Monitoring,,15.223700000000001,37.15028,15.224699999999999,37.15028,7,3,3,3,7,7,2,7,2,2,,,,,1,,,7,7,7,7,1,,6,,,7,7,,7,7,7,,,,,,,1,,,1,,,,,,,,1,,,,,,,1,,,,1,,1,,,,1,1,2,2,,1,1,1,1,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,1,4,1,,4,1,,2,2,1,2,,2,,2,,4,4,,4,4,,4,4,4,4,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Priolo Gargallo,IT,Mediterranean Sea,99,,,20181207,Monitoring,,15.223700000000001,37.15028,15.224699999999999,37.15028,7,3,3,3,7,7,2,7,2,2,,,,,1,,,7,7,7,7,1,,6,,,7,7,,7,7,7,,,,,,,1,,,1,,,,,,,,1,,,,,,,1,,,,1,,1,,,,1,1,2,2,,1,1,1,1,1,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,1,1,4,1,,4,1,,2,2,1,2,,2,,2,,4,4,,4,4,,4,4,4,4,,1,1,1,1,,,,,,,,,,,,,,,,,1,1,,1,,,,,,,,
Swiss Litter Report,Bodensee_Arbon_MösliS,CH,,30,,,20171004,Cleanup,,9.431144030740002,47.520888745508195,9.43152489845418,47.520980319473196,,0,0,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,,0,,,,,,,,,0,1,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,0,8,0,0,,,,0,,0,0,0,,0,0,1,,,0,0,0,,0,1,0,,0,,,0,,0,0,0,0,,,,0,,0,0,0,,,1,0,0,0,0,1,0,0,0,,,,,0,,0,0,0,,0,0,1,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Swiss Litter Report,Bodensee_Arbon_MösliS,CH,,30,,,20170405,Cleanup,,9.431144030740002,47.520888745508195,9.43152489845418,47.520980319473196,,0,1,,1,0,,1,,,,,,,,,,0,,,,,,12,,,4,,,,0,0,,,,,,,,0,,,,3,,1,,,,,,,,,,,,,,,,,,0,6,,,,0,,,,,,,,,,,,0,,,,,,,,0,1,,,,,,,,,,,,,,,,,,0,0,1,0,0,2,0,3,0,8,1,,,,,,,1,,,,,,1,0,,3,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,2,,,,2,,,,,,,
Swiss Litter Report,Bodensee_Arbon_MösliS,CH,,30,,,20180324,Cleanup,,9.431144030740002,47.520888745508195,9.43152489845418,47.520980319473196,,0,0,,1,0,,0,,,0,,,,,,,2,0,0,0,0,0,3,0,,1,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,1,1,0,0,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,1,0,0,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,0,0,,0,0,0,0,0,,,0,,,,0,,,0,,0,0,1,0,0,,,0,0,,,,0,0,0,0
Swiss Litter Report,Bodensee_Arbon_MösliS,CH,,30,,,20171115,Cleanup,,9.431144030740002,47.520888745508195,9.43152489845418,47.520980319473196,,0,2,,0,0,,0,,,0,,,,,,,0,0,0,0,0,0,10,0,,4,0,0,0,0,0,,0,,,,,,,,,0,0,0,,,,,,0,,,,,0,0,0,,,0,0,,,,,2,2,4,2,,,,0,,0,0,0,,0,0,0,,,0,0,0,,0,0,0,,0,,,0,,0,0,0,2,,,,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,,,,,0,,0,2,0,,4,0,0,0,0,,,0,,,,0,,,0,,0,0,0,0,0,,,0,0,,,,0,0,0,0
Surfrider Foundation Europe,"Chemin du Phare, 13500 Martigues, France",,Mediterranean Sea,350,,,20190926,Cleanup,,5.053345,43.327879,5.053345,43.327879006534694,,20,,,35,2,,60,,,,,,,,,,100,,,,,2,1000,,,50,20,3,5,,30,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,5,,,,,100,,75,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,,,,,,,,,15,,,90,,,,,,,,,,,,,,,50,,15,,,,,,,,200,,,0
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20170629,Cleanup,,8.85783729761349,46.69827385776523,8.857601956975365,46.698223230890115,,,,,,,,,,,,,,,,,,,,1,,,,1,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,1,,,,3,,,,2,,,
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20171031,Cleanup,,8.85783729761349,46.69827385776523,8.857601956975365,46.698223230890115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20170523,Cleanup,,8.85783729761349,46.69827385776523,8.857601956975365,46.698223230890115,,,1,,,,,,,,,,,,,,,,,1,,,,1,,,2,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,2,13,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,10,,,,,,,
Swiss Litter Report,vorderrhein_disentis_schmidn,CH,,19,Rural,Rocky,20180117,Cleanup,,8.85783729761349,46.69827385776523,8.857601956975365,46.698223230890115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Legambiente Onlus,"Spiaggia libera foce Tusciano, Battipaglia (SA)",IT,Mediterranean Sea,100,,,20170505,Monitoring,,14.88495000014967,40.577299999998296,14.885950000232404,40.577299999998296,30,81,36,49,302,433,43,28,19,59,12,16,34,12,13,21,17,254,66,55,25,24,33,111,2,3,26,4,19,174,94,4,2,,26,7,,,1,,,1,15,4,,,18,5,16,11,55,2,1,1,3,,,6,64,,6,74,,60,,,294,185,40,37,,2,,32,2,17,19,,6,,2,4,14,5,17,28,2,6,73,5,9,12,64,,5,8,,1,25,42,58,1,,4,23,11,,16,10,1,1,4,5,13,3,,32,9,45,4,2,6,,12,2,,,6,2,26,119,20,5,36,3,5,,1,1,8,2,19,1,12,7,8,1,1,20,8,62,,2,1,6,,,,13,31,10,
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Bosco Isola Lesina,IT,Mediterranean Sea,99,,,20170410,Monitoring,,15.38882,41.90057999999999,15.38982,41.90057999999999,28,28,3,3,3,28,28,12,28,12,12,1,1,1,7,6,7,2,28,28,28,28,6,8,,10,5,28,28,3,28,28,28,3,3,,,117,117,6,117,117,6,3,3,3,3,3,3,3,1,3,3,2,2,2,7,5,3,3,3,6,5,6,3,,,6,6,9,9,3,6,6,6,6,6,7,6,3,5,158,,,,7,5,,5,6,6,6,,,,,,,,4,,,,,,2,,,2,,,,,,,,,,,,2,2,,2,2,,2,2,2,2,,1,1,1,1,,,,,,,,,,,,,,,,,5,5,1,5,,1,,,,,
Monitoraggio Strategia Marina – Ministero dell’Ambiente,Bosco Isola Lesina,IT,Mediterranean Sea,99,,,20180410,Monitoring,,15.38882,41.90057999999999,15.38982,41.90057999999999,28,28,3,3,3,28,28,12,28,12,12,1,1,1,7,6,7,2,28,28,28,28,6,8,,10,5,28,28,3,28,28,28,3,3,,,117,117,6,117,117,6,3,3,3,3,3,3,3,1,3,3,2,2,2,7,5,3,3,3,6,5,6,3,,,6,6,9,9,3,6,6,6,6,6,7,6,3,5,158,,,,7,5,,5,6,6,6,,,,,,,,4,,,,,,2,,,2,,,,,,,,,,,,2,2,,2,2,,2,2,2,2,,1,1,1,1,,,,,,,,,,,,,,,,,5,5,1,5,,1,,,,,
Surfrider Foundation Europe,"D107 Le Porge, 33680 Le Porge, France",FR,North-east Atlantic Ocean,79,,,20150522,Cleanup,,-1.2168600002990988,44.90239999972117,-1.2158600002163995,44.90239999972117,,9,,,10,30,,3,,,,,,,,,,10,,,,,3,20,,,,7,,,,,,,,,,,,,,,,30,,,,1,,,,,,,,,,,,,5,1,,,,,40,,3,,,,,,,,,,,,55,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,1,,10,,,,,,,,3,,,
Surfrider Foundation Europe,"Digue de Rochebonne Saint-Malo, Ille-et- Saint-Malo, France",FR,North-east Atlantic Ocean,73,,,20150603,Cleanup,,-1.9978099999846397,48.65929999997112,-1.9968099999019409,48.65929999997112,,20,,,2,,,10,,,,,,,,,,10,,,,,2,60,,,10,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,5,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,
Surfrider Foundation Europe,"13 Boulevard Chanard, 56170 Quiberon, France",FR,North-east Atlantic Ocean,750,,,20190510,Cleanup,,-3.1187665000000004,47.4794177,-3.1187665000000004,47.47941770607131,,50,,,,,,20,,,1,,,,,,,10,,,,,,10,,,50,5,,10,,10,,,,,,,,,300,,,50,,,,,,,,,,,,,,,,,,2,,,,,50,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,0
Legambiente Onlus,"Spiaggia alla foce del Fiume Irminio, Ragusa (RG)",IT,Mediterranean Sea,100,,,20150510,Monitoring,,14.595530000377769,36.77258000030649,14.596529999562138,36.77258000030649,,7,2,,,680,48,,,11,,16,,7,,2,,84,,,,,7,,1,,3,,2,4,5,,,,,,,,,,,,3,2,,,,1,2,,3,2,,3,,1,4,1,,1,,4,,,30,15,,,,,,,,,,,,,,,,,,,3,,,,6,,,,3,,,,,,8,1,,,,,,,,,,,,2,5,,,,,,,,,,,,,,,4,3,6,12,5,1,5,,,,1,,,,,,,,,,,,,5,,1,,,,,,,,,
Perseus,"La Caleta, Cadiz",ES,North-east Atlantic Ocean,78,Urban,Sandy,20141103,Cleanup,,-6.306251077842848,36.531914077110805,-6.306013793250439,36.53123875170298,,,4,,4,,,2,,,,,,,,,,2,,,,,,162,,,5,3,,2,,1,,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,,
Perseus,"La Caleta, Cadiz",ES,North-east Atlantic Ocean,78,Urban,Sandy,20141219,Cleanup,,-6.306251077842848,36.531914077110805,-6.306013793250439,36.53123875170298,,3,4,,,,,,,,,,,,,,,1,,,,,,2,,,3,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,,,
gBqsPxAZ,Plage de la Mine,,North-east Atlantic Ocean,430,Near river mouth,Sandy,20190502,Cleanup,,-1.630031298265361,46.4178790355222,-1.6272653432847402,46.41451396181607,,22,2,,,,,4,,,,,,,,,,29,,,,,,32,,,41,,,,3,,,,,,,,,4,,,,175,,15,,,,,,,,,,,,,,,,,,3,252,,,,25,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,
Surfrider Foundation Europe,"Strandweg 66, 23730 Rettin, Allemagne",DE,Baltic Sea,65,,,20150321,Cleanup,,10.886800000285575,54.09279999980061,10.887800000368275,54.09279999980061,,1000,10,,24,,,40,,,,,,,,,,15,,,,,6,200,,,38,,10,3,2,5,,,,,,,,,,,,4,,,,,,,1,,,,,,,,,,,,,,,,27,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,2,,18,,,,,,,,27,,,
Surfrider Foundation Europe,"Boutrouilles, 29890 Kerlouan, France",FR,North-east Atlantic Ocean,73,,,20150522,Cleanup,,-4.409549999753134,48.65389999980691,-4.408549999670434,48.65389999980691,,20,,,20,5,,10,,,,,,,,,,15,,,,,1,10,,,,8,,,,,,,,,,,,,,,,20,,,,,,,3,,,,,,,,,,3,1,,,,,30,,15,,,,,,,,,,,,12,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,
